Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
DRH49,OUT010,-0.98054773
FDQ57,OUT046,0.072045478
FDY59,OUT017,-0.443710031
FDO09,OUT018,0.879036737
NCG30,OUT035,-0.111304032
FDM09,OUT017,0.219702388
NCN17,OUT027,0.223475299
NCS42,OUT013,-0.467427469
FDD02,OUT019,-1.102725063
FDE34,OUT013,0.45071041
FDU38,OUT045,0.553486642
FDB33,OUT046,0.166579884
NCJ29,OUT017,-0.506906753
FDZ27,OUT035,-0.84206321
FDI40,OUT013,-0.377272096
FDG22,OUT013,-0.987983457
FDT51,OUT017,-0.296578945
FDF20,OUT018,0.282523639
FDV50,OUT035,-0.153199803
FDT02,OUT049,-0.947537736
DRC49,OUT017,0.05417114
FDF26,OUT049,0.08100247
FDV52,OUT035,-0.120467695
FDX59,OUT049,-0.954310319
FDV25,OUT035,0.791448738
FDW23,OUT027,-0.657804369
FDE53,OUT018,-0.447518895
FDA19,OUT017,-0.089963845
FDH22,OUT046,-0.123210423
NCO41,OUT013,-0.397221744
FDX12,OUT017,1.102395961
FDF17,OUT013,0.640354476
FDS11,OUT045,0.80682864
FDR51,OUT035,0.088104777
FDT49,OUT010,-1.002644456
FDC56,OUT013,-0.159112048
FDR13,OUT027,0.562986436
FDQ60,OUT035,-0.151061815
FDN38,OUT049,1.084864415
NCL29,OUT013,0.207377271
FDO13,OUT027,1.248405923
FDE26,OUT018,-0.126256131
FDA31,OUT010,-0.585847805
FDX14,OUT035,-0.586370983
FDA34,OUT045,0.4180155
FDF26,OUT013,0.062047455
FDE38,OUT045,0.294373279
DRI11,OUT046,-0.239096936
FDQ60,OUT027,0.560333908
FDL21,OUT027,-0.617986881
DRC12,OUT027,1.655474582
FDC47,OUT046,0.810049121
FDE57,OUT045,0.01776159
FDT14,OUT045,-0.171665838
NCZ53,OUT046,0.475024963
FDE28,OUT018,0.767999084
FDR19,OUT035,0.059735906
NCF54,OUT019,-1.081818929
FDZ08,OUT046,-0.533445046
NCJ05,OUT018,-0.070311916
FDF59,OUT046,-0.107415054
NCO05,OUT035,-0.360391544
FDW24,OUT018,-0.936423426
NCX42,OUT018,0.065624056
NCA53,OUT035,-0.838599355
FDI45,OUT019,-1.08055713
FDG46,OUT046,-0.201952053
FDM20,OUT010,-0.23420925
FDW11,OUT010,-1.032959783
FDX08,OUT035,0.375227878
NCK17,OUT035,-0.906875686
FDK32,OUT018,-0.148087775
NCA42,OUT035,0.19080636
DRI01,OUT035,0.299915959
NCL55,OUT049,1.43616388
DRE25,OUT018,-0.520773377
FDD14,OUT017,0.420031126
FDB10,OUT046,0.908382277
DRN11,OUT035,0.022483798
FDP38,OUT018,-0.93313312
NCA30,OUT017,0.518645991
FDT15,OUT017,0.407677198
NCP55,OUT018,-0.907812362
FDF12,OUT035,0.095686951
FDM21,OUT018,0.643339957
FDX56,OUT035,0.709324023
FDF10,OUT017,0.114544437
FDT32,OUT045,0.431260337
FDM51,OUT018,-0.51888691
NCR50,OUT018,-0.043112263
FDI19,OUT049,1.152036206
FDX21,OUT017,-0.291785212
FDR31,OUT035,0.116644026
FDY02,OUT013,1.099634393
NCA29,OUT045,0.39696767
NCX17,OUT046,0.843772024
FDM12,OUT045,0.436576662
FDI53,OUT027,1.209803978
NCU30,OUT049,0.409017724
FDC56,OUT027,0.566388698
FDK27,OUT018,-0.31544429
NCK18,OUT017,0.340486265
FDB52,OUT019,-0.854265345
DRG25,OUT027,1.594257193
FDZ13,OUT049,-0.799799119
FDB57,OUT019,-0.900686575
FDR40,OUT046,-0.496164498
NCO14,OUT019,-1.227866794
NCN19,OUT045,0.61727358
FDQ28,OUT019,-1.087786053
FDO13,OUT018,0.010704873
FDK48,OUT013,-0.582670502
FDU07,OUT018,-0.082572699
FDW20,OUT046,-0.155233065
FDV12,OUT010,-0.919138145
FDH24,OUT013,0.228845877
FDV59,OUT049,0.885551277
FDK57,OUT045,-0.179181929
FDL16,OUT027,-0.542094595
NCQ17,OUT046,0.164029009
FDJ15,OUT018,0.104378139
FDX24,OUT049,-0.39464203
FDT47,OUT046,-0.349821409
FDT10,OUT049,-0.817518795
FDZ37,OUT018,-0.624039807
FDW43,OUT027,2.155162963
DRN36,OUT017,-0.422325035
FDJ14,OUT045,-0.624853749
FDA32,OUT013,0.902363691
FDJ38,OUT019,-1.059820406
FDQ57,OUT017,0.127799246
NCQ41,OUT019,-0.986752745
FDG56,OUT049,-0.828401341
DRC13,OUT027,0.690016048
FDV55,OUT035,0.054592564
FDQ49,OUT045,0.210192903
FDE29,OUT010,-1.138459623
FDR03,OUT013,0.766186247
FDD45,OUT049,-0.400928956
FDN38,OUT010,-0.252134624
FDT56,OUT046,-0.751689381
FDT48,OUT045,0.670600387
FDU03,OUT049,0.38414494
FDC56,OUT010,-0.874133762
NCO43,OUT027,0.182529009
FDQ27,OUT017,-0.430575548
FDR03,OUT046,0.777676118
DRH23,OUT010,-1.115490294
FDG22,OUT045,-0.985693724
NCJ42,OUT013,-0.335518658
FDR24,OUT046,-0.443371876
FDW60,OUT035,0.464931749
FDJ08,OUT013,0.52938476
DRL59,OUT018,-0.937546315
FDG60,OUT010,-0.323937692
FDW27,OUT017,0.194525323
FDX14,OUT018,-0.657873123
FDC20,OUT013,-0.788085607
NCS29,OUT018,0.681454081
FDJ56,OUT046,-0.427875824
FDB20,OUT019,-1.139641734
FDL28,OUT027,2.105439217
FDW01,OUT018,-0.0866372
FDL03,OUT046,0.683354624
FDX22,OUT049,0.830687696
FDJ21,OUT035,0.118819392
FDR31,OUT045,0.003596066
FDG21,OUT035,0.142282706
FDS22,OUT027,-0.596257774
FDK08,OUT035,-0.354092998
FDE17,OUT018,-0.142955496
NCN30,OUT017,-0.415872961
FDT50,OUT046,-0.377000395
NCX42,OUT049,0.389219163
FDJ12,OUT035,0.777029626
NCA18,OUT027,0.495245415
FDP23,OUT019,-1.009134128
FDX12,OUT013,1.169064317
FDN40,OUT018,-0.0599181
FDV48,OUT035,-0.568155796
NCY54,OUT013,0.290681511
FDL16,OUT010,-1.132060097
FDR45,OUT018,0.588564474
FDJ52,OUT046,0.201286842
DRG01,OUT017,-0.59545412
FDP52,OUT013,0.871191953
FDU58,OUT017,0.461060946
FDL02,OUT045,-0.356012077
FDG28,OUT013,1.058639876
FDA19,OUT035,-0.093567082
FDW46,OUT027,-0.288119647
NCD43,OUT049,-0.314748357
DRG39,OUT013,-0.824176211
NCF55,OUT049,-0.951191309
FDJ07,OUT046,-0.201013343
FDE08,OUT046,0.106202542
FDP56,OUT019,-1.196714203
FDT45,OUT045,-0.805319512
FDF17,OUT018,0.243604155
FDX44,OUT046,-0.480241019
FDM28,OUT027,1.484982961
FDI36,OUT049,0.581915067
FDS07,OUT045,-0.214687559
FDD36,OUT045,-0.200723293
FDW11,OUT046,-0.729968792
FDN40,OUT049,0.142230303
NCQ18,OUT049,-0.377459141
NCQ54,OUT017,0.334218856
NCS42,OUT045,-0.45252777
DRH39,OUT010,-0.992384503
FDC09,OUT027,0.347527176
FDT08,OUT010,-0.687678487
FDC08,OUT035,0.960779202
FDT20,OUT017,-0.945905674
FDS35,OUT035,-0.681480781
FDX58,OUT018,0.145881217
FDW58,OUT046,-0.315214184
DRD27,OUT046,-0.376526238
FDH32,OUT019,-1.122571266
FDS26,OUT035,1.075200163
FDQ31,OUT046,-0.478060929
FDP11,OUT018,0.419924353
FDD58,OUT017,-0.382913032
FDM33,OUT045,0.818533473
FDZ16,OUT049,0.698846595
NCS29,OUT010,-0.188507946
NCM18,OUT019,-1.177577093
FDP11,OUT049,0.861188081
NCC42,OUT017,0.026485119
DRM23,OUT046,0.320016681
NCN55,OUT027,2.102613295
FDK46,OUT013,1.280376092
FDR01,OUT046,0.665107168
NCA05,OUT045,0.136998064
NCP43,OUT017,0.440687912
FDR12,OUT010,-0.71302909
FDQ01,OUT013,0.936800941
FDM13,OUT046,-0.069472316
FDQ19,OUT017,1.153816767
FDK56,OUT019,-1.030638246
NCX06,OUT010,-0.507502453
FDO56,OUT027,0.596537162
FDU45,OUT045,-0.320427424
FDI16,OUT019,-1.1753555
FDL32,OUT046,-0.22148165
FDA07,OUT046,-0.092069812
FDA14,OUT045,0.079983719
FDV46,OUT027,0.808296143
NCO07,OUT035,0.674978534
NCP41,OUT046,-0.31423938
FDY60,OUT018,-0.212248516
FDN38,OUT017,1.01334403
FDO15,OUT046,-0.573855598
FDT60,OUT013,-0.160713614
FDA55,OUT035,0.916314728
FDE02,OUT010,-0.978488665
DRJ39,OUT049,0.984132083
FDV34,OUT035,-0.579247812
FDS20,OUT027,1.545248842
FDF02,OUT027,0.295015764
FDW40,OUT017,0.005998625
NCB43,OUT046,0.464169606
FDR58,OUT017,-0.4684468
DRJ59,OUT035,-0.910728695
NCD30,OUT017,-0.38939125
FDE14,OUT017,-0.453434237
FDC28,OUT018,-0.427213845
FDU16,OUT018,-0.646811805
NCD19,OUT035,-0.773143109
FDU21,OUT046,-0.972137189
FDV59,OUT027,1.947122477
FDU03,OUT045,0.489519428
FDC33,OUT010,-0.412454292
NCR42,OUT035,-0.954375465
DRH59,OUT035,-0.592222549
NCM31,OUT035,0.019646437
FDS50,OUT035,0.795286131
FDP39,OUT046,-0.7943896
FDQ55,OUT013,-0.242325466
FDV36,OUT019,-1.103044421
FDI05,OUT027,-0.135075187
FDS45,OUT027,0.406013104
FDA39,OUT045,-0.927371044
FDC37,OUT010,-0.854715306
FDJ60,OUT027,1.369232236
DRQ35,OUT046,-0.152063022
NCJ06,OUT046,-0.179066449
NCY42,OUT018,-0.130182761
DRM37,OUT049,0.804435717
FDR14,OUT045,-0.853208264
FDE51,OUT049,-0.951479718
FDT33,OUT017,0.225258816
FDR08,OUT013,-0.258310406
FDE36,OUT010,-0.741507796
FDL22,OUT019,-1.127620617
FDR44,OUT013,-0.112376951
FDI56,OUT019,-1.143049693
FDE47,OUT010,-0.782424589
FDV27,OUT010,-0.986778863
FDV10,OUT049,-0.977912231
FDC40,OUT045,-0.645267364
NCX41,OUT013,0.847082293
NCQ38,OUT027,0.211970892
FDV12,OUT027,0.274495551
FDE52,OUT017,-0.54068242
FDG20,OUT027,1.463835382
FDV16,OUT027,-0.756908346
FDI32,OUT017,-0.274141798
FDJ32,OUT049,-0.708541512
FDN39,OUT018,0.003700568
FDY34,OUT017,0.290164716
FDC14,OUT035,-0.921482757
FDA55,OUT017,0.830616865
FDZ50,OUT010,-0.539600654
DRG13,OUT049,0.326295195
FDP01,OUT013,0.051778909
NCG54,OUT017,0.343213018
FDM13,OUT045,-0.070442088
NCO18,OUT027,1.460455637
NCW41,OUT013,0.216680238
FDM52,OUT027,0.971191944
NCF55,OUT035,-0.952143362
FDT09,OUT046,0.003840028
NCM19,OUT035,-0.263975559
FDW12,OUT018,-0.133967096
FDP15,OUT019,-0.862216856
FDK36,OUT045,-0.845218033
FDZ25,OUT035,0.411936734
NCW06,OUT049,0.617840886
FDW60,OUT046,0.490051001
DRC49,OUT013,0.060192544
NCT17,OUT035,0.483537023
NCN06,OUT018,0.0893868
FDC45,OUT013,0.342343859
DRJ47,OUT019,-1.084684523
NCF06,OUT045,1.362942155
FDE21,OUT010,-0.825237884
DRG27,OUT013,-0.897289547
FDW40,OUT049,-0.016713343
NCO53,OUT046,0.34944907
FDE23,OUT049,-0.94538484
FDQ16,OUT046,-0.283861748
FDS26,OUT045,1.180806337
FDZ13,OUT010,-1.09444817
FDS14,OUT049,0.197721216
FDC10,OUT045,-0.271295313
FDY16,OUT049,0.622750712
FDJ20,OUT035,-0.099538909
FDV43,OUT035,-0.87600023
FDZ32,OUT027,0.380181886
FDR23,OUT046,0.348498139
FDN24,OUT035,-0.779291293
FDE34,OUT027,1.465386894
FDU31,OUT013,0.842972811
FDW33,OUT018,-0.406260354
FDU26,OUT046,-0.163359464
FDE20,OUT027,1.43466661
NCW05,OUT035,-0.320746965
FDB22,OUT018,-0.051946619
FDO56,OUT046,-0.177112658
FDA19,OUT027,0.698616001
DRI39,OUT045,-0.763476376
FDH52,OUT018,-0.847636529
FDZ50,OUT035,0.474429013
NCN42,OUT035,0.072575899
FDB53,OUT013,0.119153964
DRG11,OUT017,-0.280543341
DRK11,OUT027,0.957922038
FDQ60,OUT017,-0.186872987
FDT36,OUT017,-0.953526475
DRG25,OUT018,0.203620003
DRJ23,OUT046,0.491809722
FDG05,OUT035,0.223001216
NCK06,OUT018,-0.332381296
FDU52,OUT017,0.155457062
FDW07,OUT018,-0.544461938
NCM17,OUT045,-0.871935273
FDA22,OUT045,0.301376066
NCA41,OUT018,0.249978658
FDF38,OUT035,-0.909552812
FDH52,OUT046,-0.722823536
FDY58,OUT019,-0.987063004
FDZ16,OUT045,0.575538247
NCM18,OUT017,-0.717272881
FDA22,OUT018,0.045109294
NCJ43,OUT035,0.350274292
FDI34,OUT027,2.078682699
FDG56,OUT046,-0.736543568
FDS34,OUT046,-0.196785066
DRC01,OUT035,-0.822607781
FDQ04,OUT035,-0.89960974
FDK04,OUT035,-0.751887586
FDT51,OUT049,-0.262109313
FDV26,OUT017,0.499531461
FDS04,OUT049,0.092000199
FDW43,OUT018,0.404692795
FDQ28,OUT010,-0.724229923
NCK06,OUT017,-0.155095039
FDS23,OUT018,-0.212766758
FDZ36,OUT019,-1.046391632
FDE56,OUT018,-0.78714343
FDW10,OUT027,1.357504394
NCN14,OUT045,0.479692524
NCQ18,OUT045,-0.373601844
FDW08,OUT017,-0.297127424
FDU43,OUT035,1.026557337
FDR33,OUT010,-0.859918632
FDM24,OUT010,-0.661822267
NCZ05,OUT046,-0.335221224
NCV41,OUT035,-0.251803763
FDV11,OUT018,0.079032903
NCY05,OUT035,-0.932714959
FDV44,OUT018,0.113532832
FDW32,OUT049,-0.600591801
NCU18,OUT027,0.916446149
NCC43,OUT035,0.974935518
FDW19,OUT013,-0.339599775
FDN31,OUT035,0.508179772
FDI48,OUT045,-0.891028095
FDS24,OUT017,-0.541553663
FDF46,OUT049,-0.161730457
DRG23,OUT017,0.133405333
FDG14,OUT018,-0.151984007
NCY30,OUT049,0.524150505
FDO28,OUT018,-0.321409169
DRD24,OUT035,0.031739239
FDI33,OUT049,-0.462495302
FDN32,OUT046,0.430160175
FDR16,OUT045,0.678977168
FDF26,OUT046,0.204051068
NCN29,OUT018,-0.976539388
FDE20,OUT045,0.320893236
FDA46,OUT046,0.513483498
FDU28,OUT045,0.424511805
FDQ48,OUT045,-0.442011245
FDV36,OUT013,-0.073951371
FDR14,OUT018,-0.926126435
FDP23,OUT017,0.882939267
FDP56,OUT013,-0.829230074
FDK48,OUT010,-0.981622017
FDR48,OUT046,0.130951559
NCY29,OUT049,-0.75924848
FDM22,OUT018,-0.903470642
DRJ01,OUT013,0.256540392
FDZ43,OUT045,1.036854268
FDV03,OUT035,0.149686462
FDX11,OUT027,1.553065139
NCA41,OUT027,1.680718195
FDE38,OUT017,0.299697686
FDI27,OUT018,-0.965798181
FDN32,OUT013,0.524579969
NCN43,OUT017,-0.151287386
FDB47,OUT027,1.808727552
FDV03,OUT017,0.165949632
NCN30,OUT045,-0.392359
NCV54,OUT010,-0.8076386
FDV07,OUT013,-0.283631616
FDP07,OUT049,0.601423798
FDK48,OUT018,-0.732904949
FDM15,OUT019,-1.093262404
FDY19,OUT027,0.480507801
FDK46,OUT046,1.097507618
FDY11,OUT045,-0.737349167
FDH09,OUT046,-0.801833276
FDO08,OUT027,1.364251041
FDU14,OUT013,1.253881053
FDD22,OUT027,0.454529144
FDM27,OUT017,0.230522194
FDL02,OUT027,0.356221586
NCA17,OUT035,0.065403759
FDE38,OUT019,-1.088679022
NCG07,OUT049,0.556997394
DRC27,OUT013,1.159849328
FDA27,OUT035,1.227118123
FDW40,OUT045,-0.006301063
DRI11,OUT013,-0.230805949
FDN50,OUT046,-0.384987623
FDR12,OUT046,0.40191192
FDT34,OUT027,0.211919993
FDW11,OUT035,-0.721823752
NCO30,OUT027,1.523679545
FDZ34,OUT017,0.573433522
FDU45,OUT017,-0.3177571
NCD42,OUT035,-0.930808485
FDX25,OUT045,0.441065875
NCR29,OUT046,-0.765092447
FDX43,OUT019,-1.036354097
FDB04,OUT010,-0.965118369
FDR49,OUT027,-0.516251909
FDS39,OUT018,-0.16040885
FDW58,OUT045,-0.310378663
FDG22,OUT019,-1.274893046
FDG31,OUT017,-0.729089666
NCV53,OUT027,2.133693944
DRJ37,OUT035,0.110811417
FDV07,OUT035,-0.272056908
FDW52,OUT018,-0.045902045
FDT15,OUT045,0.409109928
FDD02,OUT018,-0.34570193
FDM16,OUT035,-0.602635391
NCE55,OUT046,0.352170657
FDB57,OUT018,0.371252813
FDQ04,OUT013,-0.881621212
FDQ47,OUT019,-1.138728677
FDY14,OUT019,-0.858731282
DRK37,OUT017,0.541558716
FDO25,OUT017,0.718181979
FDL57,OUT046,1.190306286
NCK29,OUT018,-0.270496833
FDK46,OUT027,2.244004775
NCB43,OUT010,-0.505700038
DRE01,OUT027,1.653485741
FDC46,OUT018,0.257934536
FDQ23,OUT045,-0.336091215
FDX38,OUT049,-0.899061801
FDG60,OUT018,0.526751411
FDW55,OUT017,1.17962458
FDP39,OUT013,-0.827769753
FDB20,OUT018,-0.668178087
FDV21,OUT017,-0.152839318
FDZ02,OUT013,-0.470614903
FDP19,OUT027,0.546517727
FDA38,OUT035,0.955319504
FDH22,OUT045,-0.096654262
DRM11,OUT045,1.264657207
FDO12,OUT027,1.649442017
FDT14,OUT049,-0.184876541
FDW34,OUT010,-0.221530975
FDG04,OUT027,1.572865229
FDW59,OUT018,-0.651093922
FDR33,OUT018,-0.436184218
FDP32,OUT013,-0.065836843
FDL13,OUT027,2.146679006
FDD22,OUT013,-0.230936904
FDV40,OUT027,-0.347068557
NCD55,OUT046,-0.899309241
FDQ20,OUT010,-1.154951802
FDD28,OUT045,-0.765848758
FDC39,OUT045,0.671371112
NCR17,OUT049,-0.177326299
DRO35,OUT018,-0.371723365
FDF40,OUT049,1.280491283
FDR31,OUT018,-0.197853469
NCQ41,OUT017,0.689678297
FDP38,OUT046,-0.828223226
NCU54,OUT027,1.774371585
FDG22,OUT018,-1.048403167
DRK59,OUT013,0.995894699
FDC37,OUT046,-0.307762059
NCO42,OUT013,0.09261533
NCT42,OUT017,0.138966934
FDX27,OUT035,-0.374967901
FDV40,OUT018,-0.752867518
FDT45,OUT027,-0.486087257
FDS47,OUT019,-1.162773562
FDR45,OUT035,0.92454359
FDB03,OUT045,0.875550656
FDO49,OUT035,-0.813822816
FDU60,OUT027,1.384936789
FDB26,OUT018,-0.91493838
FDB46,OUT017,0.67938129
FDQ37,OUT019,-1.001407432
FDN03,OUT017,1.224996856
NCX30,OUT045,1.256214438
FDK32,OUT019,-1.097557399
DRM47,OUT013,0.583987317
NCO02,OUT046,-0.660776824
FDP04,OUT013,-0.711008967
NCO43,OUT049,-0.367734089
FDD59,OUT013,-0.619793675
FDQ10,OUT017,0.364927849
FDW45,OUT035,0.086350623
NCK30,OUT049,1.237744809
FDU31,OUT018,0.312762111
NCQ17,OUT019,-1.077903151
FDN01,OUT017,0.374678227
FDZ19,OUT049,0.353210562
DRG37,OUT017,0.204251446
FDE32,OUT045,-0.93990747
FDO34,OUT049,0.374743356
FDM04,OUT019,-1.222868988
FDZ25,OUT049,0.349272502
FDU08,OUT049,-0.369821517
NCW30,OUT045,1.377420571
NCM18,OUT013,-0.723809507
FDS22,OUT035,-0.902176565
NCH18,OUT017,1.174905235
FDC23,OUT013,0.464291976
FDY46,OUT013,0.512067164
NCU06,OUT046,0.856539712
FDX57,OUT045,-0.463347493
FDX36,OUT027,1.942341776
FDL16,OUT045,-0.889655792
FDT16,OUT010,-0.28435914
FDN16,OUT018,-0.500543529
FDC03,OUT046,0.615691779
DRF60,OUT013,1.089989266
FDS27,OUT027,1.798813854
FDP33,OUT010,-0.22085899
FDJ36,OUT018,-0.433505399
NCR42,OUT013,-0.988547617
FDV14,OUT017,-0.510837348
NCP42,OUT035,0.521819855
FDB50,OUT027,-0.097054023
NCC30,OUT027,1.436998713
FDA23,OUT018,-0.487355204
FDW16,OUT017,-0.524699999
FDQ52,OUT010,-0.301224708
FDB58,OUT049,0.086861461
NCP29,OUT049,-0.677657617
NCM05,OUT045,1.304635229
FDO25,OUT013,0.728500402
NCM54,OUT046,-0.113160656
NCL54,OUT046,0.298926031
FDL39,OUT010,-0.615312886
FDF53,OUT018,0.134536227
NCQ42,OUT035,-0.10343581
FDF58,OUT013,-0.724339098
FDZ04,OUT035,-0.703487269
FDE26,OUT019,-1.084140242
FDS60,OUT017,0.45508589
FDV58,OUT017,0.604543356
FDM04,OUT045,-0.879540254
FDE08,OUT035,0.073060675
NCB43,OUT049,0.479960361
FDU11,OUT010,-0.793292524
FDF22,OUT019,-1.015762163
FDE24,OUT013,0.032229663
DRJ49,OUT046,-0.079660511
NCQ53,OUT035,0.891519907
NCL41,OUT013,-0.961153099
FDR22,OUT013,-0.310835592
FDH04,OUT035,-0.401921049
DRH15,OUT045,-0.872989036
FDY40,OUT049,-0.797697566
NCI17,OUT035,-0.389427316
NCC18,OUT013,0.434374639
FDY28,OUT027,1.761792794
FDB45,OUT027,0.212343686
NCL30,OUT018,-0.281774729
FDM10,OUT017,0.77113517
FDH22,OUT027,0.648895421
NCZ53,OUT017,0.589210939
NCI18,OUT013,0.990443401
FDH14,OUT027,0.990760773
FDR36,OUT027,-0.627505672
FDW01,OUT045,0.125731846
FDK02,OUT027,0.555219513
FDJ02,OUT018,-0.174319764
FDU55,OUT013,1.34505171
NCV18,OUT027,0.018470693
FDH14,OUT018,-0.241488846
FDZ37,OUT045,-0.520681557
FDX49,OUT049,0.943155938
NCD43,OUT046,-0.32608055
FDZ07,OUT013,-0.782440661
FDK43,OUT035,-0.121084769
FDR32,OUT018,0.495937001
FDT39,OUT013,0.123948502
NCV54,OUT017,-0.182310407
FDF38,OUT018,-0.995276709
FDV60,OUT046,0.58614908
FDH44,OUT027,1.049483573
FDS21,OUT046,-0.719557177
NCL41,OUT045,-0.959533828
FDM46,OUT017,-0.444446835
FDU27,OUT045,-0.824400089
NCJ54,OUT017,1.01229479
DRG51,OUT018,0.055322095
NCA29,OUT019,-1.081027902
FDR47,OUT045,0.570677635
NCL19,OUT027,0.849268358
DRG01,OUT049,-0.570060211
FDG10,OUT046,-0.742760395
NCV05,OUT049,0.199350899
NCH18,OUT019,-0.932527862
FDV14,OUT018,-0.612639212
DRJ23,OUT035,0.4898824
DRJ11,OUT046,0.466376065
FDZ03,OUT017,0.389092071
FDI27,OUT010,-1.174296431
FDJ14,OUT018,-0.670733847
FDU32,OUT017,-0.175149746
FDD47,OUT027,1.354560311
DRF36,OUT035,0.48162036
FDM21,OUT046,1.080986965
FDV10,OUT018,-0.977775242
FDH60,OUT018,0.232897396
FDX47,OUT010,-0.767545702
FDT19,OUT019,-1.052993427
FDO11,OUT045,1.19119747
FDH24,OUT027,1.125894581
FDL02,OUT018,-0.403730342
FDB02,OUT049,0.407494374
FDA43,OUT046,0.545166811
FDG52,OUT045,-0.860664892
DRC12,OUT013,0.56223517
FDY37,OUT018,-0.211440903
NCU18,OUT045,0.024240462
FDU09,OUT035,-0.784851203
DRJ25,OUT027,-0.483219592
DRE12,OUT018,-0.376551472
DRL47,OUT017,-0.135440234
DRK01,OUT046,-0.399446843
FDC22,OUT019,-1.008720746
FDG44,OUT013,-0.789877234
FDW04,OUT035,-0.04199345
FDK09,OUT049,0.902306739
NCN43,OUT035,-0.166067146
FDG04,OUT049,0.679166896
FDH32,OUT010,-0.885345475
DRI47,OUT017,0.092158994
DRE15,OUT013,-0.612177697
FDY11,OUT035,-0.659895181
FDO60,OUT049,-0.882516503
FDQ20,OUT018,-1.018059879
FDO57,OUT027,1.17575791
FDT14,OUT019,-1.104201639
FDA57,OUT049,-0.916056095
DRN35,OUT017,-0.947593578
FDJ03,OUT046,-0.83911087
FDX28,OUT017,-0.342693577
DRE25,OUT045,-0.452361894
FDR09,OUT046,1.078791407
FDB23,OUT035,0.975396319
FDO08,OUT045,0.165552901
FDQ23,OUT049,-0.348331746
FDW04,OUT013,-0.169567411
DRK13,OUT010,-0.481270577
NCL17,OUT027,0.906033284
FDY21,OUT035,0.434731353
FDJ38,OUT027,1.699836719
FDA37,OUT019,-1.107715659
FDV43,OUT013,-0.871877263
FDL36,OUT046,-0.435776657
FDD53,OUT045,-0.915659314
FDZ19,OUT010,-0.545575948
FDV21,OUT045,-0.150401807
NCL54,OUT018,0.136679863
DRI47,OUT027,0.900888307
DRG03,OUT049,0.17268467
FDG21,OUT013,0.14805234
FDW03,OUT018,-0.492049819
NCI55,OUT046,-0.171356201
DRC36,OUT019,-1.08173253
FDH22,OUT017,-0.07902809
FDV20,OUT045,-0.193147936
NCU41,OUT027,1.660927344
FDN46,OUT027,0.301831959
FDK50,OUT045,0.260813246
NCA05,OUT027,0.962642033
DRH01,OUT018,0.120327983
FDT08,OUT018,-0.107241205
FDM08,OUT018,0.365415597
FDZ07,OUT035,-0.737221649
FDS22,OUT017,-0.903548863
FDV35,OUT027,1.07708759
FDI28,OUT010,-0.990532789
FDW58,OUT027,0.243308102
FDT52,OUT045,1.075380793
FDY34,OUT046,0.344732846
FDR10,OUT046,0.19285418
FDK57,OUT017,-0.175238701
FDR02,OUT027,0.302683324
FDX49,OUT046,0.913241089
FDQ20,OUT046,-0.909288964
DRK23,OUT045,1.167037118
NCW06,OUT046,0.50496972
FDR31,OUT017,-0.008582244
NCE43,OUT013,0.312707225
DRO59,OUT027,-0.167201713
FDN09,OUT049,1.241071524
FDR11,OUT046,0.235600889
FDO57,OUT013,0.245377
NCX18,OUT017,0.692613347
FDB05,OUT018,0.624592468
FDQ08,OUT018,-0.845522191
NCG43,OUT035,-0.414305194
FDJ56,OUT013,-0.416792458
FDA13,OUT010,-1.156113222
FDO56,OUT017,-0.294970157
FDB37,OUT018,0.536971404
FDZ02,OUT018,-0.556531729
FDQ24,OUT046,1.015351657
FDM16,OUT013,-0.67180554
FDU35,OUT049,-0.386140178
FDT35,OUT035,0.33317655
NCX30,OUT049,1.302970187
FDG04,OUT017,0.584540804
FDI12,OUT035,-0.485702754
FDE35,OUT035,-0.74277548
NCP14,OUT027,0.343011478
NCY53,OUT045,-0.282441827
FDP49,OUT017,-0.851590777
FDQ04,OUT017,-0.887405515
FDM39,OUT035,0.382810918
FDO58,OUT019,-1.090512283
FDC56,OUT017,-0.167729907
NCQ54,OUT046,0.257704796
FDV10,OUT027,-0.636541154
NCK17,OUT046,-0.909391205
NCF55,OUT027,-0.789313929
FDV33,OUT013,1.28703762
NCH29,OUT019,-1.121646622
FDA37,OUT027,0.703741879
FDH46,OUT018,-0.515485219
FDS25,OUT035,-0.245916148
FDH04,OUT027,0.120043618
FDX52,OUT046,0.602735997
NCD42,OUT017,-0.939295625
FDW47,OUT017,-0.169293063
FDL25,OUT027,0.124467825
NCJ06,OUT010,-0.807160151
FDY09,OUT013,0.398585944
FDS40,OUT046,-0.919830461
FDH41,OUT017,0.790576564
FDG38,OUT035,-0.49748389
FDU03,OUT027,1.552051535
FDV20,OUT046,-0.067007227
DRB13,OUT045,0.569633661
NCQ30,OUT013,-0.179888035
NCH06,OUT013,1.094474029
FDU50,OUT018,-0.404238433
NCO42,OUT019,-1.093728031
FDW09,OUT018,-0.687845414
FDH04,OUT013,-0.487674511
FDC21,OUT045,-0.37391449
FDL21,OUT049,-0.885968922
FDM46,OUT010,-1.04655911
FDT22,OUT019,-1.188560005
FDB28,OUT035,0.572758327
FDI12,OUT018,-0.575519432
FDA28,OUT045,-0.203888099
FDF59,OUT013,-0.10907278
FDM45,OUT027,0.631977718
FDQ56,OUT017,-0.512914247
FDR46,OUT049,0.091253272
FDT01,OUT013,0.657548136
